TCSC,MAV,STE,MEA,shannon_git,sample_git,power_git,energy_git,skewness,kurtosis,std_dev,rhythm
0,0.532,2137.246,1747.551,4.474,0.605,0.013831,224.498639,0.1383,2.5609,0.4405,1
1,0.547,2191.805,1817.843,4.364,0.577,0.031751,311.753196,0.5202,2.7733,0.5176,1
0,0.527,2213.784,1805.77,4.466,0.608,0.006805,152.723707,0.1765,2.3552,0.363,1
0,0.5,2165.459,1815.996,4.815,0.573,0.032886,304.839392,0.0679,2.0919,0.5084,1
0,0.542,2256.58,1852.1,4.213,0.547,0.007948,165.130979,0.1462,2.3543,0.3755,1
0,0.532,2301.263,1890.835,4.506,0.588,0.004164,124.101808,0.0244,2.3519,0.3279,1
0,0.557,2207.38,1792.737,4.332,0.584,0.009007,165.181191,0.1536,2.2499,0.3751,1
0,0.564,2215.268,1804.699,4.671,0.559,0.007049,165.798704,-0.0833,2.614,0.3789,1
0,0.567,2241.996,1823.369,4.607,0.617,0.005921,139.727123,-0.0195,2.6724,0.3465,1
0,0.558,2219.033,1831.284,4.64,0.583,0.019879,229.278839,0.0413,2.2387,0.4398,1
0,0.554,2277.39,1877.463,4.26,0.551,0.01363,181.421111,0.4145,2.9546,0.3931,1
0,0.524,2250.26,1820.569,4.188,0.624,0.00303,101.271008,0.0854,2.6954,0.2959,1
0,0.531,2221.277,1822.592,4.602,0.535,0.009899,170.101745,0.0251,2.2837,0.382,1
0,0.569,2112.015,1701.09,4.582,0.546,0.008147,162.782829,-0.3704,3.3772,0.3703,1
0,0.553,2288.355,1886.362,4.608,0.558,0.009208,167.288683,0.2934,2.3012,0.3789,1
0,0.548,2389.81,1976.559,4.231,0.585,0.004209,114.986869,0.4328,2.853,0.3148,1
0,0.505,2258.828,1842.865,4.763,0.548,0.002945,108.40231,-0.213,2.3473,0.3038,1
0,0.545,2284.691,1842.386,4.234,0.609,0.001295,75.200973,-0.0983,3.0931,0.2546,1
0,0.516,2170.918,1770.291,4.468,0.552,0.00797,158.12432,-0.0304,2.241,0.3667,1
0,0.506,2124.209,1697.07,4.348,0.563,0.002943,95.621669,-0.0415,3.102,0.2878,1
0,0.489,2064.553,1651.862,4.162,0.564,0.003401,113.804664,0.1216,4.0737,0.312,1
0,0.506,2300.868,1881.01,4.321,0.595,0.003794,108.628924,0.2984,3.1921,0.3055,1
0,0.507,2286.881,1865.934,4.357,0.583,0.00209,99.097113,0.2437,2.8995,0.2912,1
0,0.531,2138.484,1743.522,4.365,0.53,0.013063,208.676419,0.1856,2.7329,0.4187,1
0,0.55,2303.108,1859.779,3.984,0.568,0.001295,75.281373,0.2494,2.8881,0.2578,1
0,0.537,2311.031,1897.724,4.343,0.593,0.005333,138.811679,0.3986,2.634,0.3417,1
0,0.532,2286.253,1867.192,4.263,0.599,0.002998,121.79536,0.0253,2.2852,0.3247,1
0,0.542,2305.263,1875.622,4.334,0.564,0.002295,101.407804,-0.0268,2.5282,0.2927,1
0,0.562,2339.192,1913.161,4.32,0.606,0.002801,100.897641,0.1066,2.3899,0.2953,1
0,0.545,2235.313,1801.913,4.15,0.561,0.002321,100.892452,0.1445,2.6776,0.2918,1
0,0.566,2158.991,1744.061,4.735,0.551,0.004,158.977741,-0.2403,2.8517,0.3678,1
0,0.548,2150.088,1737.921,4.678,0.549,0.005488,135.733767,-0.4117,2.9882,0.3416,1
0,0.553,2241.892,1815.956,4.363,0.576,0.003542,128.718532,0.2022,3.6833,0.3319,1
0,0.534,2326.289,1899.22,4.296,0.593,0.001569,93.828216,0.2218,2.6716,0.285,1
0,0.538,2364.176,1944.699,3.959,0.56,0.002571,108.518778,0.757,4.2251,0.3045,1
0,0.508,2154.083,1742.248,4.423,0.553,0.004336,125.737322,-0.0882,3.248,0.3245,1
0,0.524,2158.286,1729.462,4.317,0.549,0.003349,99.989728,-0.396,3.1035,0.2923,1
0,0.54,2248.726,1809.563,4.215,0.593,0.001809,82.635048,0.0044,2.6122,0.2678,1
0,0.553,2282.758,1848.459,4.383,0.564,0.002242,96.098995,0.0578,2.7563,0.2897,1
0,0.515,2225.997,1814.749,4.575,0.546,0.00455,121.426147,-0.1434,2.8553,0.319,1
0,0.513,2122.827,1712.762,4.548,0.523,0.003434,132.630956,-0.1134,2.8297,0.333,1
0,0.531,2312.072,1877.079,4.631,0.587,0.001364,78.792216,-0.3954,2.6519,0.259,1
0,0.553,2272.209,1840.811,4.431,0.546,0.002486,98.164656,-0.0404,3.1256,0.292,1
0,0.565,2285.261,1839.459,4.155,0.541,0.001169,79.528764,0.0327,2.6928,0.2546,1
0,0.554,2366.754,1919.382,4.124,0.573,0.001087,63.33419,0.0463,2.8434,0.2323,1
2,0.59,2111.504,1681.835,4.014,0.567,0.003993,154.18514,1.8139,12.6919,0.3764,0
0,0.547,2267.812,1838.94,4.388,0.592,0.002174,88.607401,-0.2604,2.6571,0.2749,1
6,0.567,2091.7,1704.087,3.976,0.434,0.067535,555.235102,1.3715,6.013,0.704,0
1,0.619,2366.014,1937.362,3.702,0.568,0.003551,131.07574,1.7415,9.7023,0.342,1
0,0.523,2089.936,1683.302,4.629,0.599,0.002485,129.894204,-0.4955,2.7675,0.3347,1
0,0.533,2174.834,1787.504,4.187,0.57,0.001741,86.956234,0.1881,3.2473,0.2844,1
1,0.52,2241.979,1835.118,4.417,0.505,0.005552,221.433798,-0.1095,4.9092,0.4337,0
6,0.696,2063.078,1720.193,3.263,0.373,0.146596,817.949182,1.3247,4.4779,0.8686,0
1,0.632,2000.406,1669.64,4.475,0.553,0.004258,167.463531,0.4972,2.9937,0.4362,0
14,0.969,2306.559,1964.642,4.015,0.225,0.474286,1663.296212,0.1652,1.9786,1.4477,0
10,1.471,2400.738,2031.533,3.786,0.266,0.556107,1551.686995,0.014,2.2011,1.2909,0
21,1.019,2071.862,1757.586,4.057,0.36,0.205867,1210.339452,-0.0592,2.2468,1.1639,0
12,0.915,2061.07,1716.425,3.311,0.288,0.198925,1196.988441,0.8661,4.1277,1.0503,0
2,0.541,1813.65,1476.555,4.421,0.375,0.009688,237.437981,0.1706,6.5287,0.485,0
6,0.067,1592.865,1361.353,3.451,0.422,0.000067,16.952518,2.0508,11.1676,0.1259,0
7,0.056,1529.408,1339.556,3.559,0.421,0.000063,18.154938,1.8161,9.2994,0.1293,0
6,0.064,1544.091,1337.371,3.409,0.392,0.000072,18.602993,2.039,11.0039,0.1296,0
6,0.085,1855.047,1527.81,3.379,0.44,0.000061,16.127392,1.5749,8.9094,0.1209,0
10,0.057,1570.149,1357.644,3.437,0.437,0.000053,14.964363,1.5018,8.7102,0.1161,0
6,0.053,1554.6,1351.788,3.431,0.421,0.000057,15.470371,1.4257,8.3383,0.1182,0
7,0.061,1540.079,1336.28,3.265,0.426,0.000059,16.551082,1.6349,9.372,0.1235,0
6,0.064,1577.363,1354.815,3.401,0.457,0.000072,17.389396,1.8974,10.2034,0.1251,0
7,0.068,1638.96,1394.529,3.677,0.445,0.000055,17.80574,2.0339,10.3732,0.1282,0
6,0.094,1824.321,1495.283,3.098,0.466,0.000063,18.165952,2.1478,11.305,0.1278,0
6,0.083,1666.505,1395.241,3.407,0.428,0.000081,17.886517,1.8923,10.5173,0.1274,0
7,0.113,2076.918,1690.374,3.527,0.437,0.00007,18.447528,1.696,8.6536,0.1312,0
6,0.112,1996.619,1619.208,3.416,0.414,0.000071,17.945765,1.536,8.7544,0.1256,0
6,0.073,1675.962,1412.228,3.538,0.395,0.000079,18.009932,1.4391,8.6324,0.1274,0
5,0.097,1923.808,1573.96,3.31,0.417,0.00007,17.880084,1.4365,8.1697,0.127,0
6,0.089,1878.319,1547.698,3.443,0.429,0.000073,16.85686,1.1082,7.2396,0.1225,0
6,0.082,1652.36,1397.079,3.716,0.471,0.000088,18.91468,1.7208,9.7686,0.1313,0
5,0.088,1700.304,1414.441,3.526,0.466,0.000068,20.526143,2.1584,10.6482,0.1371,0
6,0.075,1624.01,1380.388,3.228,0.471,0.000066,18.875417,2.1406,11.0968,0.1314,0
6,0.095,1761.028,1448.176,3.46,0.453,0.000095,20.351618,2.1437,11.4169,0.1367,0
7,0.077,1633.542,1379.908,3.412,0.438,0.000065,19.08407,2.0127,10.3677,0.1331,0
6,0.066,1588.063,1361.741,3.441,0.446,0.000071,18.475643,1.7286,9.4693,0.1286,0
9,0.056,1489.935,1321.541,3.52,0.402,0.000097,19.543195,1.6675,9.6185,0.1337,0
13,0.052,1495.614,1327.669,3.558,0.398,0.000089,19.383348,1.5184,8.7606,0.1328,0
7,0.06,1594.475,1375.561,3.782,0.437,0.000083,19.237047,1.363,7.7843,0.1319,0
11,0.053,1447.416,1305.476,3.649,0.432,0.000104,21.450882,1.7739,10.0592,0.1395,0
14,0.115,1595.964,1364.577,3.29,0.603,0.000094,21.488328,1.9396,9.9143,0.1453,0
13,0.058,1453.987,1308.93,3.594,0.568,0.000097,21.537723,2.0111,10.7877,0.1433,0
7,0.104,1656.741,1390.152,3.605,0.544,0.000118,25.517684,1.9389,9.8021,0.153,0
6,0.112,1922.695,1560.946,3.41,0.577,0.000079,19.496908,1.838,9.69,0.1326,0
6,0.093,1821.782,1488.43,3.463,0.522,0.000072,17.197156,1.7635,9.6608,0.1248,0
12,0.073,1616.042,1388.59,3.551,0.476,0.000087,19.006307,1.5597,8.8201,0.1338,0
8,0.084,1737.379,1471.043,3.649,0.431,0.00006,16.934584,1.5686,8.5556,0.1248,0
6,0.093,1971.053,1611.135,3.452,0.426,0.000055,14.924113,1.4435,8.3359,0.1153,0
6,0.086,1675.479,1398.806,3.452,0.458,0.000072,17.88999,1.7729,10.3021,0.1289,0
6,0.087,1758.116,1456.392,3.281,0.432,0.000088,20.429187,1.9993,10.5673,0.1361,0
7,0.085,1692.825,1417.017,3.344,0.555,0.000066,19.134306,2.1754,10.8854,0.1337,0
5,0.156,1579.43,1393.222,3.073,0.589,0.000054,16.283834,1.7304,8.9921,0.1293,0
1,0.493,1994.796,1703.783,3.626,0.275,0.000607,32.658734,-0.0206,6.201,0.2461,0
2,0.206,2137.175,1733.666,3.126,0.646,0.000019,9.831879,1.8799,10.7858,0.0989,0
6,0.13,2126.038,1721.335,3.085,0.526,0.00004,13.915781,2.0518,11.0921,0.1129,0
10,0.089,1783.974,1472.524,3.073,0.543,0.000028,12.171591,1.9825,10.1577,0.1115,0
6,0.134,1986.014,1614.325,3.301,0.527,0.000041,14.182054,1.7446,9.802,0.114,0
6,0.091,1788.374,1469.71,3.105,0.529,0.000051,16.197289,1.8411,9.9975,0.1231,0
5,0.134,1768.069,1513.272,3.358,0.483,0.000064,16.465326,1.8979,10.1306,0.1239,0
11,0.065,1599.307,1380.686,3.564,0.565,0.000072,18.856141,1.8199,9.3452,0.1318,0
6,0.103,1940.885,1575.311,3.235,0.538,0.000057,17.04499,1.9379,10.431,0.1261,0
6,0.141,2031.805,1628.002,3.398,0.457,0.000059,15.978429,1.8848,10.3087,0.1206,0
7,0.123,1949.404,1567.343,3.376,0.473,0.000053,17.022283,2.005,10.0927,0.1255,0
6,0.118,2096.537,1694.879,3.126,0.474,0.000044,14.74586,1.8495,9.9681,0.1159,0
6,0.125,2125.075,1712.728,3.298,0.465,0.000049,14.369975,1.8989,10.3268,0.1141,0
6,0.118,1999.531,1625.466,3.616,0.517,0.000057,15.25696,1.7264,10.4305,0.1184,0
7,0.098,1895.596,1546.823,3.261,0.469,0.000043,15.257161,1.9405,10.0995,0.1192,0
6,0.146,2005.189,1614.419,3.275,0.451,0.000053,15.919276,1.9252,10.4889,0.1207,0
6,0.142,2106.451,1690.694,3.08,0.497,0.000054,15.558918,2.007,10.6381,0.1188,0
6,0.132,2151.74,1737.364,3.31,0.501,0.000043,13.581293,1.8715,10.5023,0.112,0
7,0.121,2069.315,1667.6,3.248,0.447,0.000043,15.306264,1.9413,10.0093,0.1191,0
6,0.153,2192.849,1762.036,3.011,0.484,0.000031,12.500946,1.6319,9.0443,0.1065,0
6,0.14,2116.677,1697.847,3.55,0.419,0.000047,14.089704,1.7669,10.4134,0.1139,0
7,0.098,1878.872,1531.249,3.3,0.434,0.000061,17.597971,1.7945,9.1116,0.127,0
6,0.089,1791.322,1464.369,3.378,0.496,0.000052,15.166201,1.729,9.6609,0.1177,0
6,0.115,2012.98,1627.615,3.062,0.445,0.000061,16.965054,2.0707,10.9434,0.124,0
6,0.09,1784.408,1465.885,3.284,0.479,0.000053,14.830018,1.946,10.8371,0.1167,0
7,0.09,1858.403,1508.963,3.422,0.486,0.000046,16.221831,1.9721,9.8595,0.1216,0
6,0.109,1940.117,1574.6,3.492,0.455,0.000078,18.756349,1.7342,9.6181,0.131,0
6,0.098,1957.244,1599.587,3.293,0.45,0.000049,14.520381,1.5514,8.714,0.1136,0
6,0.081,1847.943,1523.225,3.391,0.437,0.000057,14.890259,1.4893,8.5798,0.1161,0
8,0.054,1538.959,1342.271,3.69,0.418,0.000064,16.040797,1.2769,7.9398,0.1201,0
7,0.081,1745.415,1448.318,3.496,0.376,0.000062,17.76605,1.4609,8.2364,0.1272,0
6,0.109,1909.138,1555.196,3.301,0.47,0.000069,17.9,2.034,10.9222,0.1282,0
6,0.107,1836.806,1491.432,3.264,0.436,0.000084,20.104353,2.1206,11.2874,0.1349,0
9,0.081,1620.967,1382.74,3.242,0.46,0.000086,19.679288,2.3088,12.2314,0.135,0
7,0.084,1759.437,1462.985,3.608,0.439,0.000073,19.071658,1.7836,9.3324,0.1326,0
6,0.125,2056.857,1663.927,3.309,0.44,0.000065,18.497737,1.9343,10.2814,0.1294,0
6,0.114,1863.024,1504.178,3.365,0.431,0.000098,19.82961,2.0046,10.9501,0.1343,0
6,0.089,1915.202,1569.486,3.509,0.433,0.000051,14.645776,1.5573,8.6999,0.1162,0
7,0.063,1618.351,1382.761,3.57,0.407,0.00006,17.034051,1.4898,8.206,0.1253,0
6,0.076,1695.424,1420.058,3.317,0.436,0.000056,16.176423,1.6239,9.248,0.1215,0
6,0.09,1799.59,1476.604,3.375,0.437,0.000077,17.962472,1.6883,9.4628,0.1269,0
6,0.099,1841.067,1497.246,3.466,0.477,0.000069,17.18699,1.836,10.3991,0.1259,0
7,0.103,1839.792,1499.648,3.385,0.456,0.00007,19.713242,2.0979,10.3424,0.1345,0
6,0.076,1655.913,1395.283,3.285,0.46,0.00006,17.346649,1.8591,9.9433,0.1255,0
6,0.106,1823.086,1485.598,3.439,0.463,0.00009,19.302542,2.1203,11.4697,0.1328,0
7,0.083,1804.452,1497.915,3.514,0.465,0.00005,15.420182,1.8282,9.9599,0.1183,0
6,0.108,1830.239,1516.575,3.34,0.409,0.00006,16.006779,1.6583,9.135,0.1208,0
7,0.058,1584.854,1373.078,3.516,0.422,0.000067,17.999828,1.4104,8.2412,0.1267,0
6,0.132,2001.736,1622.512,3.437,0.435,0.00006,15.725216,1.6073,9.1483,0.1188,0
6,0.115,1980.795,1611.837,3.439,0.453,0.000064,15.475997,1.4487,8.5334,0.1187,0
7,0.138,1978.233,1588.763,3.716,0.469,0.000076,19.068657,1.6594,9.0315,0.1327,0
5,0.177,1784.825,1481.248,3.063,0.508,0.000067,18.464689,2.2424,11.7223,0.1333,0
3,0.297,2026.05,1688.411,3.309,0.499,0.000036,11.794048,1.2665,6.7476,0.127,0
0,0.244,1905.745,1618.052,3.262,0.588,0.000027,9.981574,0.3386,3.8166,0.1306,0
6,0.141,1750.782,1479.67,3.247,0.602,0.000034,13.952715,1.844,9.4895,0.1202,0
6,0.17,1980.068,1592.906,3.226,0.504,0.000085,21.470393,2.7158,14.7707,0.1418,0
7,0.093,1573.194,1348.378,3.486,0.446,0.000125,30.380762,2.7092,13.784,0.1701,0
6,0.075,1516.304,1326.371,3.415,0.418,0.000095,23.776459,2.5895,14.0256,0.1506,0
6,0.126,1711.55,1428.21,3.235,0.423,0.000111,25.189524,2.5934,13.6038,0.1542,0
9,0.078,1493.603,1322.938,3.266,0.418,0.000188,31.262778,2.6904,14.8307,0.1698,0
6,0.069,1517.464,1327.501,3.398,0.488,0.000104,21.883052,2.3272,12.804,0.1432,0
7,0.061,1460.703,1311.68,3.48,0.427,0.000104,26.639419,2.4579,12.4832,0.158,0
6,0.089,1653.985,1384.28,3.266,0.436,0.000087,21.842767,2.3282,12.3055,0.1416,0
6,0.084,1594.31,1354.998,3.448,0.497,0.000085,20.133198,2.4681,13.62,0.1372,0
7,0.061,1498.58,1320.52,3.416,0.478,0.000058,19.578982,2.4784,12.5525,0.1367,0
6,0.063,1503.418,1322.819,3.363,0.45,0.000083,20.732172,2.1973,11.673,0.1378,0
6,0.08,1668.86,1395.313,3.358,0.406,0.000061,17.39158,2.2223,12.0528,0.128,0
7,0.065,1546.173,1345.167,3.474,0.424,0.000066,20.229253,2.3675,12.2411,0.1377,0
6,0.086,1715.636,1418.215,3.064,0.44,0.000045,16.724494,2.5489,13.5218,0.126,0
6,0.11,1661.935,1384.123,3.426,0.398,0.000161,27.603006,2.6709,14.5415,0.1603,0
7,0.125,1894.087,1530.12,3.404,0.421,0.000109,24.610122,2.4768,12.8025,0.152,0
6,0.089,1615.562,1360.291,3.09,0.451,0.000071,19.759141,2.4477,13.3577,0.1362,0
7,0.097,1643.07,1381.909,3.644,0.412,0.000134,26.212747,2.5043,13.2833,0.1603,0
6,0.067,1492.064,1316.071,3.216,0.415,0.000083,23.903439,2.6603,13.98,0.1465,0
6,0.075,1616.458,1378.969,3.3,0.42,0.000081,21.082981,2.1646,11.5219,0.1402,0
6,0.086,1688.14,1400.578,3.291,0.443,0.000048,15.509535,2.2336,12.3492,0.122,0
6,0.087,1628.339,1374.395,3.527,0.42,0.000115,23.434221,2.1916,11.7903,0.1473,0
7,0.117,1777.212,1446.614,3.553,0.401,0.000087,24.272911,2.3743,12.3863,0.1528,0
6,0.128,1879.725,1513.471,3.199,0.399,0.000116,24.045989,2.3383,12.4262,0.1496,0
5,0.111,1761.166,1442.328,3.366,0.412,0.000111,23.647623,2.3114,12.7854,0.1479,0
6,0.1,1687.15,1396.198,3.411,0.47,0.000085,20.586955,2.6066,14.3363,0.1398,0
7,0.128,1779.264,1450.982,3.415,0.419,0.000173,29.765838,2.5183,13.3466,0.1662,0
6,0.12,1763.087,1442.738,3.531,0.428,0.000143,28.817172,2.3829,12.4431,0.1635,0
6,0.109,1753.82,1440.351,3.44,0.404,0.000101,24.43784,2.3959,13.1325,0.1515,0
6,0.093,1764.214,1455.196,3.229,0.446,0.000066,19.821945,2.0852,11.037,0.1359,0
6,0.105,1755.735,1438.575,3.303,0.394,0.000097,22.205494,2.3051,12.2937,0.1431,0
6,0.115,1891.543,1528.957,3.414,0.443,0.000072,19.133227,2.204,12.0272,0.1353,0
6,0.123,2030.495,1642.867,3.337,0.403,0.000075,19.491675,2.0706,11.5864,0.136,0
6,0.15,2093.681,1677.317,3.404,0.461,0.000057,16.673418,1.9129,10.7126,0.1263,0
7,0.151,2056.311,1652.383,3.473,0.429,0.000109,25.759536,2.317,11.8615,0.1563,0
6,0.137,1861.771,1493.845,3.109,0.397,0.000115,25.701187,2.8144,14.9572,0.1554,0
6,0.106,1718.02,1421.966,3.249,0.423,0.000115,24.873174,2.4243,12.9415,0.1514,0
7,0.114,1803.245,1469.43,3.613,0.432,0.000111,23.676466,2.3577,12.2429,0.1523,0
6,0.105,1673.999,1392.385,3.333,0.394,0.000126,27.883442,2.5389,13.2361,0.1587,0
6,0.111,1842.295,1495.404,3.099,0.391,0.00008,21.54939,2.4044,12.5485,0.1431,0
6,0.115,1948.394,1577.678,3.384,0.448,0.000091,21.202093,2.1164,11.4217,0.1415,0
6,0.103,1831.837,1489.475,3.177,0.453,0.000062,17.303441,2.2115,12.0872,0.129,0
6,0.118,1975.359,1598.471,3.393,0.452,0.000082,19.86722,2.07,11.4287,0.1372,0
6,0.1,1608.825,1358.527,3.483,0.4,0.000114,23.154634,2.3352,13.5278,0.1491,0
7,0.1,1643.789,1376.734,3.624,0.402,0.000107,26.212222,2.4483,12.5512,0.1595,0
6,0.113,1737.466,1426.201,3.309,0.39,0.000104,25.454312,2.5865,14.0501,0.151,0
6,0.139,1932.84,1552.997,3.373,0.416,0.000136,27.252524,2.4346,12.7979,0.1591,0
6,0.109,1629.261,1366.269,3.422,0.422,0.000149,27.075857,2.6243,14.7036,0.1591,0
7,0.114,1896.905,1537.51,3.556,0.431,0.000078,22.654424,2.1945,11.4918,0.148,0
6,0.138,2127.787,1719.295,3.338,0.453,0.000063,18.830157,2.105,11.8382,0.134,0
6,0.123,1873.738,1521.843,3.44,0.388,0.000126,24.716618,1.9554,10.9717,0.1529,0
6,0.114,1883.806,1530.237,3.339,0.44,0.000089,22.264391,2.1421,11.809,0.1466,0
6,0.109,1840.807,1500.215,3.305,0.428,0.000093,22.58014,2.0794,11.1499,0.1469,0
6,0.093,1549.639,1337.137,3.326,0.389,0.000179,30.030769,2.7496,15.1695,0.1694,0
6,0.084,1529.649,1333.739,3.501,0.402,0.000175,29.356111,2.6413,14.5304,0.1653,0
7,0.119,1795.021,1462.447,3.352,0.384,0.000133,28.98461,2.6346,13.0414,0.1652,0
6,0.12,1641.139,1370.748,3.202,0.405,0.00022,33.749974,2.6302,14.3501,0.1762,0
7,0.066,1468.838,1311.419,3.59,0.427,0.000133,29.268126,2.5005,12.6936,0.1659,0
6,0.106,1746.788,1439.502,3.299,0.414,0.000116,24.88635,2.5093,13.2819,0.154,0
6,0.107,1737.168,1434.308,3.48,0.418,0.000124,26.586702,2.0784,11.1397,0.1585,0
6,0.123,1870.545,1509.303,3.271,0.43,0.000087,21.902662,2.3772,12.9939,0.1433,0
6,0.114,1831.475,1483.197,3.305,0.444,0.000078,19.523352,2.1146,11.6719,0.137,0
6,0.113,1705.278,1408.35,3.481,0.405,0.000152,26.883117,2.3826,13.291,0.1588,0
7,0.091,1595.208,1360.449,3.597,0.389,0.000166,29.387901,2.4903,12.5941,0.17,0
6,0.09,1594.511,1360.755,3.461,0.399,0.000156,31.928272,2.5383,12.7493,0.168,0
6,0.123,1769.691,1442.768,3.339,0.41,0.000153,28.709825,2.4482,12.8392,0.1622,0
6,0.092,1621.472,1372.647,3.584,0.423,0.000158,27.294436,2.479,13.129,0.1593,0
7,0.075,1574.025,1355.505,3.475,0.414,0.000094,23.945125,2.4036,12.0669,0.1512,0
6,0.076,1582.725,1360.767,3.401,0.424,0.000081,20.771889,2.3234,12.5974,0.1403,0
6,0.058,1486.244,1318.844,3.427,0.441,0.000078,20.208342,2.1477,12.0658,0.1378,0
7,0.068,1540.441,1343.405,3.555,0.412,0.000102,22.990713,2.1665,11.7706,0.1478,0
6,0.071,1471.945,1309.637,3.44,0.375,0.000147,28.198856,2.577,14.334,0.1623,0
6,0.077,1518.7,1328.483,3.534,0.4,0.000154,26.775756,2.5925,14.1858,0.1578,0
7,0.102,1614.427,1360.59,3.638,0.388,0.000133,29.610462,2.5337,12.6353,0.1664,0
6,0.122,1822.073,1472.837,3.168,0.409,0.000091,22.528295,2.7065,14.3304,0.1469,0
6,0.121,1737.686,1422.792,3.274,0.417,0.000152,27.941774,2.5834,13.517,0.1603,0
6,0.094,1682.247,1399.845,3.263,0.416,0.000088,20.808408,2.4331,13.0908,0.1406,0
6,0.074,1586.883,1362.301,3.444,0.45,0.000092,21.474049,2.1599,11.8477,0.1432,0
6,0.086,1665.441,1394.675,3.348,0.406,0.000077,20.58443,2.2737,12.2837,0.1398,0
6,0.085,1596.677,1362.312,3.478,0.391,0.000123,25.20512,2.3176,12.5771,0.1541,0
6,0.104,1683.884,1397.901,3.36,0.396,0.000102,23.708572,2.4272,12.5386,0.1579,0
6,0.126,1763.834,1433.966,3.312,0.397,0.000129,29.311384,2.6006,13.6739,0.1588,0
6,0.12,1786.361,1458.772,3.352,0.406,0.00013,26.259348,2.5984,13.9833,0.1561,0
6,0.086,1590.994,1355.843,3.376,0.39,0.000117,24.382346,2.7695,14.7192,0.1509,0
7,0.114,1773.44,1446.377,3.46,0.408,0.000118,25.554371,2.4547,12.4281,0.1556,0
6,0.11,1771.288,1446.631,3.381,0.37,0.000096,23.258472,2.5371,13.4523,0.1486,0
10,0.119,1601.427,1373.841,3.984,0.431,0.001154,68.969488,-0.1417,4.6087,0.2483,1
3,0.098,1571.519,1347.548,3.772,0.75,0.000108,24.231248,-0.077,4.1651,0.1463,1
18,0.092,1738.277,1463.675,4.046,0.756,0.000372,29.696086,-0.1908,3.4999,0.164,1
6,0.153,1888.675,1596.606,3.786,0.754,0.00012,17.966591,0.2808,3.9334,0.1302,1
30,0.08,1743.444,1445.966,3.903,0.705,0.00027,22.076281,0.2316,2.8708,0.1391,1
17,0.086,1677.082,1423.034,3.989,0.708,0.000319,25.444798,0.2549,2.6965,0.1554,1
3,0.106,1881.455,1546.271,3.904,0.75,0.00011,15.398514,0.1062,3.0978,0.1207,1
19,0.064,1725.238,1437.14,3.94,0.673,0.000076,17.741254,0.126,3.1707,0.1265,1
23,0.067,1613.684,1378.683,3.852,0.701,0.000093,17.670341,0.2511,2.9449,0.1245,1
34,0.054,1624.443,1389.374,3.696,0.75,0.000024,8.567483,-0.2276,3.1863,0.0896,1
1,0.087,1745.765,1449.307,3.826,0.8,0.000043,12.844469,-0.1303,2.7697,0.1073,1
3,0.095,1868.001,1545.531,3.799,0.714,0.000087,14.575128,-0.0172,2.4365,0.1156,1
0,0.137,1878.33,1534.853,3.845,0.746,0.000088,13.917167,0.0362,2.6937,0.1127,1
7,0.092,1730.962,1442.262,3.866,0.725,0.000103,16.98521,-0.1488,2.705,0.124,1
5,0.112,1905.178,1584.257,3.922,0.712,0.000332,25.64429,0.1617,2.5983,0.1503,1
1,0.122,1823.127,1494.033,3.931,0.77,0.00015,18.835817,0.0378,2.729,0.1303,1
0,0.105,1817.706,1493.864,3.766,0.725,0.000079,16.005955,0.0315,2.7683,0.1204,1
2,0.093,1842.842,1523.654,3.733,0.72,0.000089,16.120806,0.1061,2.5615,0.118,1
1,0.099,1848.055,1518.425,3.813,0.721,0.000045,11.698498,0.1107,2.5364,0.1031,1
10,0.08,1829.664,1531.74,3.666,0.677,0.000226,21.463458,0.1736,2.383,0.1364,1
9,0.091,1746.794,1459.971,4.008,0.66,0.000322,26.262159,0.2312,2.9685,0.1515,1
4,0.086,1688.139,1425.723,3.985,0.691,0.000142,21.831501,-0.1028,2.9891,0.1387,1
0,0.122,1946.973,1586.053,3.597,0.717,0.000026,11.451243,-0.0469,2.3497,0.1012,1
9,0.11,1870.995,1557.981,3.857,0.663,0.000273,30.660732,0.3765,2.8478,0.1634,1
19,0.094,1643.356,1390.111,3.841,0.704,0.000492,32.158422,0.4292,3.397,0.1683,1
9,0.058,1645.091,1404.531,3.781,0.698,0.000056,12.872347,-0.0904,2.8512,0.1071,1
11,0.092,1744.099,1450.788,3.857,0.649,0.00033,25.386296,0.1735,2.6841,0.1498,1
7,0.097,1835.701,1516.304,3.923,0.688,0.000085,18.307434,0.1188,2.3943,0.1267,1
25,0.058,1676.259,1431.053,3.908,0.722,0.000066,16.32757,-0.2729,2.9379,0.1204,1
9,0.069,1599.224,1386.157,4.077,0.708,0.000111,21.580688,-0.4066,3.2358,0.1364,1
3,0.115,1875.119,1554.146,3.821,0.686,0.000295,27.25316,0.3416,2.9757,0.1545,1
2,0.143,2019.275,1633.421,3.76,0.699,0.000095,17.437862,0.2412,3.2748,0.1247,1
1,0.136,2029.752,1661.888,3.747,0.734,0.000065,18.151845,0.1654,2.9015,0.1284,1
3,0.282,2104.451,1755.565,3.942,0.723,0.0001,23.58583,-0.5897,3.7475,0.1793,1
5,0.318,2066.951,1714.246,4.012,0.668,0.000215,31.80721,0.8444,4.0352,0.2262,1
2,0.143,1855.189,1514.02,3.72,0.723,0.000079,16.053557,0.1738,2.7502,0.1212,1
