TCSC,MAV,STE,MEA,shannon,sample,b_power_git,energy_git,skewness,kurtosis,std_dev,rhythm
16,0.328,1476.474,1343.668,2.49,0.048,0.0039,218.3001,2.4674,9.5797,0.4553,0
15,0.362,1488.18,1345.172,2.992,0.042,0.0123,268.9338,2.0395,8.3974,0.4953,0
17,0.34,1473.579,1336.716,2.854,0.044,0.0082,217.8972,2.4757,10.133,0.453,0
16,0.372,1500.399,1353.837,2.821,0.049,0.01,276.4596,1.8792,7.6536,0.5098,0
16,0.324,1468.066,1336.152,2.554,0.043,0.005,222.2251,2.5213,10.3154,0.4516,0
16,0.346,1469.477,1333.917,2.697,0.044,0.0063,228.1953,2.4932,10.1668,0.4628,0
13,0.315,1456.844,1330.669,2.669,0.044,0.0077,209.2634,2.6195,10.6693,0.4448,0
16,0.361,1489.508,1342.428,3.145,0.048,0.0102,256.6947,1.9273,8.0543,0.4844,0
17,0.344,1482.348,1344.336,2.767,0.06,0.0044,223.4065,2.4145,9.3985,0.4609,0
44,0.385,1466.938,1328.935,3.463,0.21,0.01,278.1368,2.169,8.8497,0.5244,0
17,0.337,1470.19,1337.861,2.681,0.045,0.0106,233.2375,2.5232,10.2633,0.468,0
17,0.357,1485.758,1349.171,2.706,0.045,0.0062,252.9059,2.4336,9.4525,0.4888,0
16,0.339,1470.17,1337.056,2.641,0.044,0.006,233.5558,2.5018,10.1723,0.4668,0
16,0.337,1466.897,1333.765,2.636,0.045,0.0097,228.7346,2.5339,10.352,0.4631,0
18,0.342,1472.993,1338.944,2.789,0.047,0.0071,229.6481,2.4677,9.8315,0.4724,0
16,0.339,1471.101,1338.966,2.667,0.049,0.0057,251.4562,2.4588,9.7363,0.4788,0
16,0.341,1471.472,1337.442,2.545,0.043,0.0099,227.222,2.5309,10.2659,0.4613,0
18,0.341,1469.195,1336.896,2.626,0.045,0.0074,237.7217,2.5333,10.2843,0.4728,0
15,0.381,1500.243,1352.711,3.106,0.044,0.0106,295.983,1.9339,7.5592,0.5205,0
16,0.347,1485.484,1341.145,3.017,0.048,0.009,227.7386,2.187,8.9375,0.4586,0
15,0.356,1484.652,1343.936,3.085,0.049,0.0094,242.6067,2.3379,9.3511,0.4769,0
15,0.341,1471.967,1339.62,2.841,0.042,0.0051,246.2387,2.456,9.6566,0.4803,0
15,0.365,1488.38,1344.972,3.191,0.048,0.0126,278.0864,2.0414,8.5641,0.5053,0
16,0.348,1468.443,1335.767,2.825,0.052,0.0099,240.1649,2.5517,10.4142,0.4751,0
17,0.356,1480.53,1345.335,2.797,0.045,0.0056,265.4774,2.3795,9.2218,0.5003,0
14,0.4,1511.148,1353.513,3.48,0.047,0.0167,323.5236,1.6096,6.7825,0.5377,0
9,0.532,1414.211,1323.342,2.996,0.048,0.0138,516.6272,1.7197,7.6374,0.7337,0
7,0.703,1484.782,1325.855,3.905,0.072,0.016,369.589,1.149,5.1819,0.6478,0
11,0.361,1478.436,1341.009,3.122,0.045,0.0111,312.4603,2.017,7.8856,0.5362,0
16,0.344,1472.628,1337.56,3.001,0.045,0.0098,231.5951,2.5288,10.4775,0.4668,0
16,0.336,1461.723,1327.094,3.11,0.05,0.0065,210.1986,2.5622,11.0902,0.445,0
17,0.364,1486.066,1347.722,2.817,0.049,0.0062,253.9826,2.4341,9.5502,0.4911,0
15,0.348,1472.419,1337.104,2.795,0.042,0.006,236.8303,2.5155,10.3383,0.4712,0
16,0.335,1467.755,1335.262,2.872,0.044,0.0079,229.3743,2.5296,10.4395,0.4642,0
17,0.348,1475.347,1336.367,3.101,0.047,0.009,223.1749,2.4696,10.2548,0.459,0
17,0.358,1481.519,1343.507,3.014,0.047,0.006,246.3823,2.4148,9.5109,0.4842,0
15,0.371,1485.36,1339.399,3.123,0.044,0.0095,275.3285,1.9553,8.1301,0.5006,0
16,0.332,1462.925,1330.133,2.857,0.044,0.009,220.725,2.4916,10.3124,0.4566,0
17,0.392,1505.003,1347.891,3.28,0.052,0.0078,267.0593,1.8588,7.8243,0.4965,0
15,0.332,1458.184,1326.602,2.954,0.044,0.0073,224.9042,2.478,10.2044,0.4587,0
16,0.371,1490.092,1341.208,3.32,0.048,0.0121,266.4731,1.8879,8.0261,0.4936,0
15,0.377,1502.782,1352.724,3.28,0.049,0.0087,282.3115,1.8677,7.5673,0.5101,0
16,0.365,1492.938,1346.264,2.823,0.053,0.0095,271.9716,1.9148,8.0201,0.4995,0
22,0.445,1597.489,1402.974,3.137,0.141,0.0311,352.7674,0.9611,3.1732,0.5755,0
21,0.459,1701.174,1439.586,4.345,0.176,0.0432,298.9545,0.3514,2.0482,0.5168,0
23,0.643,1749,1465.598,3.716,0.167,0.2188,616.1524,0.2604,1.8303,0.7361,1
27,0.527,1639.432,1387.521,4.84,0.187,0.0419,366.6686,0.171,2.6184,0.5762,1
34,0.491,1662.948,1396.172,4.954,0.23,0.0208,262.7331,-0.0867,2.4704,0.4993,1
31,0.669,1794.247,1499.165,4.606,0.243,0.1298,503.6374,-0.0871,2.2552,0.6743,1
25,0.575,1776.389,1475.869,4.871,0.217,0.104,419.4505,-0.0858,1.859,0.6114,1
30,0.551,1656.947,1390.225,4.984,0.195,0.0598,383.3338,0.052,2.2362,0.5892,1
51,0.677,1651.982,1409.555,4.715,0.3,0.1086,640.9495,-0.4491,3.3228,0.8011,1
38,0.565,1713.786,1434.616,4.594,0.298,0.0502,370.2087,-0.1049,2.2439,0.583,1
24,0.547,1809.982,1504.95,4.663,0.204,0.0578,370.0484,-0.1093,1.8952,0.5728,1
24,0.569,1885.798,1567.057,4.766,0.192,0.085,418.3003,-0.2342,1.9515,0.6062,1
24,0.623,1944.301,1609.686,4.917,0.168,0.1201,482.7666,-0.2205,1.8149,0.6524,1
25,0.59,1947.138,1621.867,5,0.181,0.1032,446.1149,-0.1905,2.0138,0.6305,1
24,0.669,1740.422,1458.337,4.772,0.177,0.1006,485.3653,-0.1281,2.3649,0.7064,1
20,0.658,1725.888,1448.58,4.635,0.173,0.0735,476.8391,-0.2371,2.5671,0.7192,1
25,0.521,1643.569,1416.757,3.851,0.16,0.0596,430.2005,0.1331,3.1869,0.6382,1
28,0.541,1694.862,1450.221,4.038,0.183,0.0577,418.1244,0.0821,3.1537,0.6312,1
28,0.673,1778.664,1478.988,4.596,0.211,0.1812,600.7951,-0.1362,2.2237,0.7411,1
30,0.499,1717.315,1453.511,4.698,0.21,0.053,332.3245,-0.1577,3.222,0.5543,1
31,0.561,1747.667,1481.694,4.519,0.252,0.1108,426.8131,-0.1604,2.8594,0.6239,1
28,0.534,1760.768,1489.409,4.62,0.225,0.0899,389.2276,-0.1717,2.7449,0.5915,1
32,0.486,1726.404,1463.286,4.407,0.23,0.064,306.897,0.1831,2.4079,0.5194,1
27,0.476,1609.902,1378.243,4.547,0.218,0.0353,301.2307,0.1197,2.8157,0.5146,1
35,0.425,1699.672,1420.878,4.613,0.237,0.0116,181.775,0.1156,2.4629,0.4006,1
23,0.46,1537.225,1343.546,4.742,0.205,0.006,184.0524,-0.293,3.872,0.4378,1
24,0.543,1743.295,1465.688,4.45,0.228,0.0063,171.0587,0.169,3.1846,0.4057,1
30,0.388,1891.759,1575.239,4.507,0.234,0.0055,128.106,-0.1014,3.1764,0.3443,1
35,0.43,1691.299,1431.86,4.56,0.232,0.006,148.7033,-0.0274,2.8874,0.3657,1
29,0.337,1583.375,1361.957,4.675,0.234,0.0048,141.7498,-0.0048,3.5296,0.3612,1
5,0.642,1450.539,1305.522,4.342,0.1,0.0502,458.6677,1.2529,9.1525,0.7512,1
32,0.412,1767.63,1485.003,4.685,0.225,0.0091,148.5216,-0.1136,2.7503,0.3644,1
33,0.31,1777.486,1500.727,4.271,0.257,0.001,58.2887,0.0874,2.6561,0.2383,1
26,0.37,1706.658,1429.233,4.692,0.207,0.0023,91.8213,-0.3065,3.0904,0.2947,1
24,0.341,1828.357,1519.915,4.526,0.192,0.0033,98.4032,-0.0497,2.6536,0.3108,1
0,27.282,1945.623,1917.952,1.54,0.012,20302.4876,281363.1903,-0.8897,7.3492,17.0527,1
0,4.085,1326.828,1284.323,3.552,0.007,1163.5734,90345.749,-7.0521,55.8659,9.2062,1
0,3.461,1328.899,1312.317,2.243,0.009,5034.6661,179829.4091,-5.2643,30.6884,13.0656,1
0,1.723,1283.687,1267.617,3.629,0.011,524.3163,50631.4278,-9.8692,108.3989,7.0705,1
7,0.938,1667.966,1414.094,4.652,0.061,0.7636,1455.161,-0.4149,2.4435,1.0952,1
16,0.666,1721.11,1475.731,4.453,0.03,0.161,817.4419,0.5219,3.0585,0.8237,0
14,0.661,1710.621,1468.201,4.583,0.028,0.1621,851.1886,0.5474,3.1915,0.8342,0
14,0.677,1708.698,1471.409,4.754,0.028,0.2323,888.1669,0.5398,3.2928,0.8554,0
14,0.688,1710.063,1474.443,4.755,0.028,0.2386,933.0648,0.5537,3.282,0.8771,0
14,0.667,1685.177,1449.34,4.792,0.028,0.1888,867.3342,0.5313,3.2787,0.8465,0
12,0.572,1630.135,1407.285,4.808,0.027,0.09,608.8178,0.4287,3.6483,0.712,0
14,0.579,1639.797,1409.524,4.924,0.027,0.1051,644.8711,0.4862,3.5534,0.7262,0
7,0.639,1542.055,1349.021,4.473,0.025,0.1889,831.6402,0.0939,4.274,0.8369,0
14,0.66,1692.226,1456.918,4.736,0.028,0.1832,841.9353,0.5745,3.3304,0.833,0
14,0.687,1709.116,1473.92,4.739,0.028,0.2142,926.5746,0.5828,3.2899,0.8741,0
13,0.699,1711.779,1477.598,4.656,0.028,0.2387,979.2426,0.5884,3.271,0.8984,0
14,0.706,1703.321,1467.742,4.586,0.028,0.234,989.6981,0.5773,3.2568,0.9029,0
7,0.563,1547.107,1352.27,4.748,0.025,0.0941,618.4996,0.6589,4.0443,0.7193,0
6,0.556,1521.345,1333.593,4.96,0.024,0.082,608.0309,0.6678,4.3628,0.7094,0
13,0.596,1654.189,1420.516,4.703,0.028,0.1241,668.3104,0.5497,3.3944,0.7423,0
12,0.614,1655.198,1424.741,4.649,0.028,0.1409,726.3401,0.5947,3.4059,0.7736,0
15,0.65,1694.592,1459.759,4.627,0.028,0.177,817.3083,0.5875,3.3044,0.8234,0
14,0.697,1722.988,1487.48,4.59,0.026,0.188,942.8219,0.6065,3.1634,0.8851,0
14,0.693,1707.55,1473.887,4.736,0.027,0.2147,948.1572,0.6,3.3381,0.8871,0
7,0.633,1562.734,1363.776,4.468,0.025,0.1823,863.8476,0.7111,3.9313,0.8372,0
7,0.658,1556.341,1354.876,4.724,0.028,0.1612,865.0842,0.7257,3.7691,0.8488,0
12,0.551,1605.399,1388.575,4.67,0.026,0.0801,579.3239,0.4437,3.5674,0.6945,0
16,0.586,1643.405,1413.957,4.892,0.026,0.1078,625.436,0.5446,3.567,0.7258,0
12,0.618,1661.583,1431.167,4.739,0.026,0.1372,763.8231,0.5834,3.4897,0.7841,0
13,0.663,1693.335,1457.149,4.698,0.028,0.1877,854.7327,0.5803,3.2982,0.8392,0
7,0.665,1582.979,1383.416,4.371,0.026,0.2192,945.4294,0.3364,4.1143,0.8948,0
12,0.683,1706.546,1475.639,4.543,0.026,0.2233,947.6399,0.5967,3.2608,0.8876,0
10,0.605,1575.095,1376.264,4.665,0.023,0.1607,781.6739,0.6963,4.1587,0.8033,0
10,0.611,1632.281,1407.408,4.508,0.025,0.1074,724.8524,0.5343,3.5191,0.7752,0
12,0.527,1592.557,1385.001,4.771,0.022,0.0679,526.5754,0.5509,4.2925,0.6655,0
11,0.585,1629.449,1401.308,4.825,0.027,0.0979,639.9502,0.5317,3.4281,0.7257,0
14,0.576,1631.048,1413.475,4.727,0.022,0.1052,644.1425,0.63,3.9467,0.7392,0
14,0.639,1682.923,1448.04,4.651,0.026,0.1551,806.5409,0.5763,3.3583,0.8098,0
13,0.681,1711.111,1476.871,4.674,0.026,0.2086,930.8043,0.6048,3.3191,0.8714,0
15,0.592,1633.678,1421.417,4.696,0.021,0.1364,719.6767,0.621,4.166,0.7728,0
9,0.641,1589.423,1382.482,4.38,0.025,0.1624,846.0357,0.66,3.7067,0.8431,0
13,0.6,1627.302,1400.536,4.991,0.025,0.1395,689.1985,0.4703,3.5858,0.7502,0
14,0.621,1653.697,1420.324,4.904,0.026,0.1007,719.3526,0.5285,3.382,0.7728,0
14,0.574,1623.587,1397.927,4.939,0.027,0.0976,611.9967,0.5037,3.5251,0.7069,0
15,0.634,1664.422,1432.422,4.761,0.026,0.1488,757.0911,0.5966,3.4531,0.7989,0
13,0.653,1684.885,1449.795,4.725,0.026,0.1767,852.5342,0.582,3.3891,0.8281,0
14,0.698,1715.264,1476.737,4.717,0.028,0.2216,946.6588,0.5822,3.2199,0.8833,0
13,0.711,1718.056,1481.889,4.62,0.028,0.2568,1008.5277,0.5926,3.2166,0.9109,0
14,0.698,1692.816,1457.699,4.653,0.027,0.2196,958.8042,0.5584,3.2376,0.8915,0
15,0.578,1614.23,1393.24,5.068,0.025,0.1302,650.6337,0.4811,3.6814,0.729,0
15,0.621,1661.823,1425.126,4.821,0.027,0.1123,725.3308,0.5098,3.3167,0.7723,0
16,0.602,1651.329,1417.156,4.894,0.027,0.1157,668.5971,0.4977,3.3458,0.7447,0
14,0.639,1680.291,1448.501,4.887,0.027,0.1546,791.2599,0.5636,3.4035,0.8044,0
13,0.665,1695.932,1460.277,4.811,0.026,0.2061,870.1086,0.5661,3.4356,0.8453,0
13,0.71,1724.977,1485.8,4.671,0.028,0.2276,991.7078,0.562,3.1824,0.9036,0
14,0.712,1722.34,1486.633,4.829,0.027,0.2447,1001.6595,0.5618,3.2209,0.9113,0
14,0.625,1641.251,1415.379,4.981,0.025,0.178,771.0228,0.5192,3.5698,0.7947,0
13,0.627,1652.391,1417.517,4.888,0.026,0.1298,746.3996,0.5122,3.3334,0.782,0
15,0.603,1640.69,1407.896,4.889,0.028,0.1192,674.5897,0.5023,3.3564,0.7467,0
14,0.642,1664.947,1430.948,4.775,0.027,0.1444,782.7359,0.5425,3.3417,0.8048,0
15,0.671,1694.873,1458.918,4.806,0.027,0.1788,869.3375,0.5701,3.3071,0.8459,0
14,0.689,1715.533,1482.139,4.868,0.027,0.2105,939.5018,0.5669,3.3048,0.8766,0
13,0.681,1701.628,1466.399,4.802,0.026,0.2379,930.7666,0.5586,3.392,0.8738,0
13,0.731,1718.675,1479.609,4.608,0.028,0.2409,1057.4616,0.5589,3.1602,0.933,0
13,0.648,1662.787,1431.658,4.959,0.027,0.185,808.2035,0.4873,3.3843,0.8165,0
6,0.544,1513.869,1328.551,4.849,0.024,0.0844,571.8585,0.6687,4.4002,0.6886,0
16,0.625,1667.055,1430.802,4.821,0.027,0.1307,732.6916,0.5288,3.351,0.7765,0
14,0.622,1666.102,1429.603,4.821,0.028,0.1466,733.2334,0.529,3.2941,0.7767,0
14,0.681,1709.405,1472.241,4.712,0.028,0.2076,910.4519,0.5692,3.2516,0.8661,0
14,0.683,1707.346,1472.056,4.976,0.027,0.205,904.1249,0.5307,3.2878,0.8652,0
14,0.704,1719.451,1485.653,4.888,0.027,0.2298,986.8591,0.5625,3.269,0.8991,0
10,0.628,1605.236,1392.4,4.662,0.025,0.1627,815.9861,0.6294,3.8417,0.8215,0
13,0.655,1667.519,1430.158,4.81,0.028,0.1448,824.1278,0.5068,3.2408,0.8237,0
16,0.59,1638.759,1413.171,5.195,0.025,0.1472,668.038,0.4648,3.7222,0.7412,0
7,0.592,1539.583,1342.782,4.77,0.026,0.1105,670.2268,0.6918,3.9159,0.7461,0
14,0.666,1684.637,1446.592,4.899,0.027,0.1779,844.9543,0.5125,3.2418,0.8374,0
14,0.673,1705.068,1473.65,4.883,0.025,0.21,872.3623,0.5612,3.4221,0.8528,0
13,0.686,1707.001,1469.742,4.789,0.026,0.2324,949.5827,0.5613,3.3298,0.8747,0
13,0.719,1726.831,1488.626,4.809,0.028,0.2689,1024.593,0.5893,3.1835,0.9199,0
17,0.751,1566.954,1362.365,3.811,0.036,0.3761,1098.7475,-0.079,3.9329,0.976,1
35,0.423,1640.024,1398.42,4.583,0.057,0.0357,279.9471,0.1487,2.8151,0.4991,1
26,0.476,1799.348,1503.86,4.784,0.054,0.0439,324.9008,-0.0699,2.2807,0.5343,1
32,0.398,1692.501,1428.435,4.754,0.055,0.0311,236.6706,0.0663,2.5847,0.4542,1
36,0.491,1628.993,1391.198,4.436,0.084,0.0461,336.1382,-0.084,3.0307,0.5804,1
32,0.412,1593.569,1363.585,4.729,0.059,0.0282,241.9449,0.063,2.9609,0.4666,1
30,0.39,1687.117,1424.774,4.589,0.058,0.0205,215.5425,-0.0773,2.7278,0.4388,1
34,0.407,1710.949,1436.88,4.878,0.061,0.0222,230.5574,-0.0379,2.6103,0.4539,1
31,0.459,1729.923,1452.625,4.819,0.057,0.0435,302.7728,-0.1938,2.6455,0.5208,1
31,0.478,1825.434,1523.171,4.896,0.058,0.0439,328.9533,-0.1314,2.3713,0.534,1
0,1.334,1275.512,1262.296,3.71,0.002,95.6336,30408.8275,-12.2517,165.3299,5.8421,1
18,0.953,1549.258,1347.779,4.285,0.024,0.5105,1422.8318,-0.242,5.0866,1.1237,1
0,9.236,1470.587,1440.296,0.996,0.026,39409.0392,478986.0184,-2.6864,9.0851,22.4818,1
0,10.374,1504.951,1481.059,2.839,0.006,19575.1879,245415.5251,-0.6777,4.5208,17.9616,1
0,1.796,1284.098,1265.905,3.613,0.002,275.5789,41237.5141,-10.6274,124.3464,6.5117,1
0,1.541,1279.442,1264.118,3.646,0.007,59.2439,19346.2461,-9.4545,106.3464,5.3185,1
0,5.248,1372.137,1350.455,1.674,0.012,5620.6466,229357.4193,-3.389,15.7321,15.5989,1
0,5.173,1373.01,1355.322,3.17,0.012,1882.2557,218596.849,-2.704,13.0415,14.5376,1
0,13.885,1592.585,1562.414,1.384,0.033,81556.6783,683076.5096,-1.5013,4.5021,25.9453,1
11,1.714,1833.689,1523.504,3.809,0.026,0.8537,1782.0035,-0.0834,3.3816,1.2951,1
0,4.533,1350.587,1324.932,1.585,0.013,2368.6291,180144.4158,-4.555,24.8237,13.9444,1
0,8.93,1464.471,1436.839,1.292,0.032,13366.0453,308045.0751,-2.2369,7.8853,19.9064,1
0,8.61,1455.252,1426.467,1.493,0.016,17427.2662,368697.4829,-2.2307,8.337,21.0217,1
0,20.735,1777.349,1754.444,1.319,0.028,84297.543,818217.4507,-0.6853,3.0556,27.9173,1
0,7.164,1426.346,1410.249,3.424,0.009,6417.8077,262765.6613,-0.8567,7.5619,15.4827,1
14,0.875,1622.537,1403.183,4.012,0.026,0.2164,933.9735,0.4451,4.4819,0.9426,1
0,6.065,1396.699,1379.419,2.758,0.007,21573.8316,263300.6626,-2.4121,10.141,16.3989,1
9,0.711,1863.256,1591.151,3.592,0.04,0.1556,752.5463,-0.604,3.6872,0.8059,0
9,0.701,1752.613,1483.69,3.313,0.044,0.1618,721.8756,-0.4666,3.481,0.7739,0
7,0.726,1824.215,1549.416,3.173,0.045,0.2532,854.893,-0.5578,3.225,0.8417,0
7,0.722,1656.226,1406.971,3.346,0.049,0.2474,847.65,-0.6443,3.5068,0.8369,0
9,0.769,1522.242,1334.983,3.491,0.07,0.1766,810.6907,-0.2826,3.9683,0.8687,0
7,0.762,1773.065,1499.346,3.058,0.045,0.2979,934.7971,-0.5144,3.1084,0.8794,0
7,0.761,1764.412,1493.278,3.003,0.049,0.2959,930.9863,-0.5075,3.1565,0.8777,0
7,0.746,1777.876,1511.16,2.911,0.045,0.2869,943.7361,-0.4735,3.0764,0.8863,0
8,0.823,1790.946,1506.738,3.204,0.049,0.3283,1101.3347,-0.5968,2.9561,0.9528,0
7,0.739,1811.501,1549.126,2.832,0.044,0.2858,944.0789,-0.4426,3.0673,0.8886,0
7,0.75,1760.215,1496.805,2.962,0.044,0.2804,972.2016,-0.5018,3.147,0.8972,0
7,0.757,1840.814,1572.52,3.016,0.043,0.2744,961.3139,-0.4771,3.1132,0.8927,0
7,0.761,1833.536,1562.514,3.022,0.043,0.2726,962.0782,-0.4992,3.1453,0.8928,0
7,0.757,1830.411,1561.407,3.006,0.043,0.2655,976.3085,-0.5118,3.178,0.8931,0
6,0.761,1830.579,1562.015,2.941,0.041,0.2747,972.0457,-0.5173,3.1566,0.9013,0
7,0.759,1814.05,1544.782,3.039,0.041,0.2532,967.3848,-0.5388,3.1962,0.8965,0
7,0.754,1810.187,1541.664,3.036,0.042,0.2664,943.4165,-0.5007,3.1874,0.8827,0
7,0.755,1821.748,1551.987,2.976,0.042,0.283,960.4311,-0.5458,3.2497,0.8853,0
7,0.76,1819.181,1546.695,3.036,0.043,0.2922,959.6081,-0.5201,3.1423,0.8903,0
6,0.704,1901.451,1650.477,3.028,0.038,0.2047,811.6319,-0.3367,3.175,0.8186,0
7,0.751,1821.652,1548.865,3.051,0.045,0.2876,929.9193,-0.483,3.0817,0.8776,0
6,0.7,1872.527,1612.126,3.005,0.038,0.2047,795.009,-0.3903,3.258,0.8085,0
7,0.753,1817.715,1544.994,3.041,0.044,0.312,936.9215,-0.4946,3.1106,0.8797,0
7,0.765,1841.197,1567.35,3.001,0.044,0.3209,955.4608,-0.4873,3.08,0.8902,0
6,0.698,1892.011,1639.59,2.989,0.038,0.2154,815.4126,-0.3581,3.1948,0.8174,0
5,0.751,1812.095,1541.513,3.042,0.045,0.3083,947.1384,-0.4802,3.0793,0.8852,0
7,0.752,1789.178,1516.386,3.056,0.044,0.2825,936.9849,-0.5097,3.1331,0.8781,0
7,0.764,1832.439,1558.954,2.973,0.044,0.2899,967.0145,-0.506,3.094,0.8943,0
7,0.75,1814.129,1545.675,2.964,0.043,0.2649,953.6897,-0.4916,3.1154,0.8895,0
7,0.746,1818.168,1550.68,2.98,0.043,0.2533,947.9726,-0.4895,3.1236,0.8869,0
6,0.676,1866.11,1623.541,2.915,0.036,0.1735,794.6431,-0.335,3.2953,0.8137,0
7,0.745,1785.181,1517.953,3.089,0.043,0.2274,957.5229,-0.5401,3.1848,0.8889,0
7,0.757,1814.571,1543.413,3.031,0.042,0.2577,969.8685,-0.5237,3.1709,0.8916,0
5,0.705,1880.083,1624.986,2.89,0.033,0.1706,822.5956,-0.4094,3.3023,0.8256,0
7,0.762,1822.315,1549.569,3.028,0.041,0.2594,947.0285,-0.5407,3.1888,0.8888,0
7,0.773,1840.643,1560.593,3.146,0.042,0.2184,918.8309,-0.5127,3.173,0.8696,0
6,0.696,1813.4,1558.024,2.889,0.035,0.187,830.2548,-0.3832,3.331,0.822,0
7,0.759,1829.504,1557.151,3.029,0.044,0.2913,958.4399,-0.4922,3.0758,0.8898,0
6,0.705,1902.052,1649.953,3.036,0.038,0.202,814.1814,-0.3428,3.1854,0.819,0
6,0.697,1905.187,1656.779,2.977,0.038,0.2048,802.7523,-0.3181,3.163,0.8132,0
7,0.741,1793.533,1523.77,2.924,0.042,0.2095,900.8977,-0.4455,3.1535,0.8646,0
7,0.744,1783.117,1517.314,3.045,0.044,0.2125,951.0779,-0.479,3.1203,0.8856,0
6,0.743,1817.096,1544.816,3.117,0.039,0.2254,878.5963,-0.4485,3.1046,0.8498,0
7,0.768,1832.075,1557.748,3.089,0.044,0.3252,969.5131,-0.5094,3.0948,0.8953,0
7,0.768,1809.573,1533.28,3.031,0.044,0.3125,967.3169,-0.5343,3.1384,0.8918,0
7,0.771,1832.826,1558.523,3.036,0.044,0.3064,978.6017,-0.5031,3.083,0.8991,0
6,0.688,1879.015,1637.066,2.818,0.036,0.1989,826.2017,-0.3191,3.1655,0.8283,0
7,0.763,1825.097,1554.712,2.986,0.043,0.291,977.459,-0.5022,3.1263,0.8997,0
7,0.757,1822.722,1552.047,3.026,0.043,0.2782,962.4999,-0.5187,3.168,0.8925,0
7,0.781,1847.251,1567.863,3.118,0.044,0.2559,970.4098,-0.523,3.1277,0.8942,0
6,0.679,1853.038,1606.332,2.911,0.036,0.171,797.1038,-0.3412,3.2616,0.8152,0
7,0.756,1817.968,1547.543,3.006,0.042,0.2406,983.1945,-0.5113,3.1371,0.891,0
14,1.095,1816.059,1519.918,4.37,0.063,1.0151,1636.9334,-0.8797,2.8732,1.1983,1
15,1.251,1957.1,1616.147,3.92,0.068,1.745,1981.0841,-0.6143,2.0503,1.3047,1
16,1.129,1929.16,1596.693,3.748,0.07,1.5436,1842.8116,-0.5021,1.9073,1.2343,1
17,1.044,1955.416,1609.154,3.911,0.079,0.8962,1338.9562,-0.2705,1.6604,1.0656,1
16,0.981,1887.057,1553.722,4.28,0.082,0.7274,1291.8111,-0.3766,1.7735,1.0441,1
14,1.133,1745.572,1455.605,4.064,0.082,0.9054,1385.4374,-0.2004,1.741,1.094,1
35,1.197,1728.669,1447.084,3.442,0.221,0.8131,1588.757,-0.1312,2.2583,1.2462,1
0,1.545,1278.785,1262.391,3.171,0.011,97.2321,32601.7587,-11.8567,157.6823,5.9676,1
19,0.715,1703.092,1461.037,4.196,0.091,0.1986,762.8125,-0.1318,3.2327,0.8216,1
10,0.488,1381.437,1274.557,4.909,0.108,0.0193,276.0586,1.6867,14.7139,0.5199,1
0,1.059,1269.207,1257.205,4.727,0.028,2.5347,4947.0367,-6.9944,65.7879,3.1454,1
0,1.812,1285.839,1269.462,4.362,0.056,78.9597,19455.1724,-6.4665,51.9633,5.9492,1
0,0.719,1263.179,1255.263,5.489,0.009,5.7248,7294.7113,-16.4111,304.8135,3.613,1
31,0.401,1698.831,1440.839,4.498,0.098,0.0075,178.7179,0.0129,3.4154,0.395,1
23,0.42,1703.879,1443.734,4.716,0.108,0.0157,204.3973,-0.054,2.7565,0.4198,1
0,0.588,1261.152,1255.216,5.362,0.004,12.9251,7343.0087,-16.96,316.9173,3.5558,1
0,0.519,1259.393,1253.497,5.54,0.011,0.7542,3660.2765,-16.8402,322.0349,2.6187,1
32,0.86,1516.144,1367.351,3.876,0.13,0.075,887.4079,0.6843,7.1004,1.1003,1
13,0.982,1564.673,1410.076,4.085,0.07,0.1844,1001.4892,1.0361,5.5249,1.0754,1
0,1.004,1267.62,1255.43,4.047,0.021,9.1022,8522.4249,-15.426,278.1139,3.6711,1
31,0.538,1664.86,1409.014,5.135,0.121,0.0176,368.5711,-0.9398,4.254,0.5851,1
10,0.741,1475.664,1344.434,4.525,0.054,0.1375,1325.9766,0.4917,10.0743,1.1427,1
0,0.998,1267.553,1255.481,4.739,0.021,11.7201,9362.1153,-14.9443,265.3757,3.7635,1
0,4.054,1345.862,1331.236,1.967,0.01,9848.9254,217412.205,-4.5205,23.028,14.5409,1
0,2.973,1315.108,1297.093,3.369,0.017,1707.4469,109677.982,-5.7197,38.6597,10.9411,1
0,2.146,1295.888,1281.359,3.64,0.007,1194.0902,74899.4839,-7.6134,63.2337,9.3327,1
0,3.103,1320.536,1305.394,3.855,0.011,4042.6265,138311.7657,-5.2539,32.5638,11.8491,1
0,1.813,1287.199,1272.737,3.97,0.006,330.6648,54524.154,-8.9159,86.8186,7.9493,1
9,0.91,1559.537,1448.041,3.867,0.053,0.3568,1276.6172,0.44,4.3481,1.1637,1
13,0.366,1413.151,1281.445,4.771,0.098,0.0052,168.2629,-1.3108,10.6046,0.4023,1
11,0.844,1517.099,1357.391,4.677,0.065,0.1256,835.3127,0.0062,6.4734,0.9623,1
20,0.393,1698.102,1440.831,4.691,0.108,0.0081,172.1756,0.0171,2.8177,0.3998,1
19,0.346,1455.859,1296.199,4.446,0.098,0.0074,148.435,0.1446,4.039,0.3739,1
24,0.382,1840.282,1531.45,4.524,0.118,0.0036,104.6379,-0.0642,2.6304,0.3006,1
22,0.402,1697.119,1430.097,5.169,0.093,0.0204,234.9259,-0.4302,3.4023,0.4455,1
20,0.638,1796.766,1518.876,4.731,0.099,0.1244,517.9266,-0.2949,2.4741,0.6645,1
