TCSC,MAV,STE,MEA,Shannon_ent,sample_ent,band_power,segment_energy,skewness,kurtosis,std_dev,rhythm
10,0.072,1407.429,1300.623,3.291,0.443,0.000048,15.509535,2.2336,12.3492,0.122,0
6,0.09,1405.788,1296.825,3.527,0.42,0.000115,23.434221,2.1916,11.7903,0.1473,0
7,0.088,1398.095,1296.504,3.553,0.401,0.000087,24.272911,2.3743,12.3863,0.1528,0
6,0.091,1402.233,1294.49,3.199,0.399,0.000116,24.045989,2.3383,12.4262,0.1496,0
6,0.092,1403.215,1294.52,3.366,0.412,0.000111,23.647623,2.3114,12.7854,0.1479,0
6,0.083,1385.385,1288.044,3.411,0.47,0.000085,20.586955,2.6066,14.3363,0.1398,0
7,0.097,1396.554,1295.425,3.415,0.419,0.000173,29.765838,2.5183,13.3466,0.1662,0
6,0.097,1396.573,1293.525,3.531,0.428,0.000143,28.817172,2.3829,12.4431,0.1635,0
6,0.089,1395.488,1293.82,3.44,0.404,0.000101,24.43784,2.3959,13.1325,0.1515,0
11,0.084,1432.132,1311.283,3.229,0.446,0.000066,19.821945,2.0852,11.037,0.1359,0
8,0.087,1396.524,1291.525,3.303,0.394,0.000097,22.205494,2.3051,12.2937,0.1431,0
8,0.082,1405.716,1297.048,3.414,0.443,0.000072,19.133227,2.204,12.0272,0.1353,0
9,0.081,1406.751,1299.133,3.337,0.403,0.000075,19.491675,2.0706,11.5864,0.136,0
10,0.078,1413,1299.151,3.404,0.461,0.000057,16.673418,1.9129,10.7126,0.1263,0
9,0.093,1406.74,1299.334,3.473,0.429,0.000109,25.759536,2.317,11.8615,0.1563,0
6,0.09,1383.176,1288.363,3.109,0.397,0.000115,25.701187,2.8144,14.9572,0.1554,0
6,0.09,1397.509,1293.992,3.249,0.423,0.000115,24.873174,2.4243,12.9415,0.1514,0
8,0.091,1401.518,1296.369,3.613,0.432,0.000111,23.676466,2.3577,12.2429,0.1523,0
6,0.091,1394.995,1295.162,3.333,0.394,0.000126,27.883442,2.5389,13.2361,0.1587,0
7,0.086,1415.078,1304.056,3.099,0.391,0.00008,21.54939,2.4044,12.5485,0.1431,0
10,0.086,1413.849,1301.814,3.384,0.448,0.000091,21.202093,2.1164,11.4217,0.1415,0
12,0.077,1404.998,1297.795,3.177,0.453,0.000062,17.303441,2.2115,12.0872,0.129,0
11,0.083,1417.505,1304.459,3.393,0.452,0.000082,19.86722,2.07,11.4287,0.1372,0
6,0.089,1385.924,1287.691,3.483,0.4,0.000114,23.154634,2.3352,13.5278,0.1491,0
7,0.093,1392.452,1292.223,3.624,0.402,0.000107,26.212222,2.4483,12.5512,0.1595,0
6,0.088,1385.709,1289.122,3.309,0.39,0.000104,25.454312,2.5865,14.0501,0.151,0
6,0.097,1406.782,1297.318,3.373,0.416,0.000136,27.252524,2.4346,12.7979,0.1591,0
6,0.093,1373.652,1282.309,3.422,0.422,0.000149,27.075857,2.6243,14.7036,0.1591,0
7,0.088,1414.936,1304.001,3.556,0.431,0.000078,22.654424,2.1945,11.4918,0.148,0
9,0.081,1400.826,1294.626,3.338,0.453,0.000063,18.830157,2.105,11.8382,0.134,0
10,0.093,1413.754,1300.746,3.44,0.388,0.000126,24.716618,1.9554,10.9717,0.1529,0
10,0.088,1419.917,1306.977,3.339,0.44,0.000089,22.264391,2.1421,11.809,0.1466,0
11,0.091,1427.768,1309.204,3.305,0.428,0.000093,22.58014,2.0794,11.1499,0.1469,0
6,0.097,1388.057,1292.772,3.326,0.389,0.000179,30.030769,2.7496,15.1695,0.1694,0
6,0.096,1386.593,1290.328,3.501,0.402,0.000175,29.356111,2.6413,14.5304,0.1653,0
7,0.095,1410.846,1306.184,3.352,0.384,0.000133,28.98461,2.6346,13.0414,0.1652,0
6,0.103,1385.694,1288.99,3.202,0.405,0.00022,33.749974,2.6302,14.3501,0.1762,0
7,0.097,1388.517,1290.352,3.59,0.427,0.000133,29.268126,2.5005,12.6936,0.1659,0
7,0.091,1400.345,1296.668,3.299,0.414,0.000116,24.88635,2.5093,13.2819,0.154,0
8,0.099,1419.275,1302.574,3.48,0.418,0.000124,26.586702,2.0784,11.1397,0.1585,0
6,0.084,1398.981,1296.412,3.271,0.43,0.000087,21.902662,2.3772,12.9939,0.1433,0
12,0.082,1412.351,1302.036,3.305,0.444,0.000078,19.523352,2.1146,11.6719,0.137,0
6,0.094,1391.137,1290.853,3.481,0.405,0.000152,26.883117,2.3826,13.291,0.1588,0
7,0.1,1410.838,1303.747,3.597,0.389,0.000166,29.387901,2.4903,12.5941,0.17,0
6,0.099,1404.806,1299.555,3.461,0.399,0.000156,31.928272,2.5383,12.7493,0.168,0
6,0.099,1407.626,1297.776,3.339,0.41,0.000153,28.709825,2.4482,12.8392,0.1622,0
7,0.095,1406.561,1299.698,3.584,0.423,0.000158,27.294436,2.479,13.129,0.1593,0
8,0.089,1416.417,1307.693,3.475,0.414,0.000094,23.945125,2.4036,12.0669,0.1512,0
7,0.082,1406.714,1301.116,3.401,0.424,0.000081,20.771889,2.3234,12.5974,0.1403,0
7,0.083,1397.931,1292.825,3.427,0.441,0.000078,20.208342,2.1477,12.0658,0.1378,0
7,0.09,1420.206,1305.907,3.555,0.412,0.000102,22.990713,2.1665,11.7706,0.1478,0
6,0.098,1383.865,1285.945,3.44,0.375,0.000147,28.198856,2.577,14.334,0.1623,0
6,0.094,1388.871,1289.823,3.534,0.4,0.000154,26.775756,2.5925,14.1858,0.1578,0
7,0.098,1397.666,1295.003,3.638,0.388,0.000133,29.610462,2.5337,12.6353,0.1664,0
6,0.087,1403.502,1299.407,3.168,0.409,0.000091,22.528295,2.7065,14.3304,0.1469,0
6,0.099,1395.643,1290.746,3.274,0.417,0.000152,27.941774,2.5834,13.517,0.1603,0
6,0.082,1406.699,1302.469,3.263,0.416,0.000088,20.808408,2.4331,13.0908,0.1406,0
7,0.086,1413.2,1303.109,3.444,0.45,0.000092,21.474049,2.1599,11.8477,0.1432,0
8,0.082,1413.116,1305.639,3.348,0.406,0.000077,20.58443,2.2737,12.2837,0.1398,0
6,0.091,1404.899,1299.067,3.478,0.391,0.000123,25.20512,2.3176,12.5771,0.1541,0
6,0.092,1399.792,1296.748,3.36,0.396,0.000102,23.708572,2.4272,12.5386,0.1579,0
6,0.093,1387.947,1290.15,3.312,0.397,0.000129,29.311384,2.6006,13.6739,0.1588,0
6,0.093,1388.748,1288.851,3.352,0.406,0.00013,26.259348,2.5984,13.9833,0.1561,0
6,0.087,1387.025,1291.248,3.376,0.39,0.000117,24.382346,2.7695,14.7192,0.1509,0
7,0.091,1402.616,1298.27,3.46,0.408,0.000118,25.554371,2.4547,12.4281,0.1556,0
6,0.086,1404.44,1301.531,3.381,0.37,0.000096,23.258472,2.5371,13.4523,0.1486,0
9,0.166,1524.832,1355.077,3.984,0.431,0.001154,68.969488,-0.1417,4.6087,0.2483,1
20,0.111,1499.215,1320.743,3.772,0.75,0.000108,24.231248,-0.077,4.1651,0.1463,1
27,0.127,1559.084,1351.457,4.046,0.756,0.000372,29.696086,-0.1908,3.4999,0.164,1
26,0.1,1556.418,1352.363,3.786,0.754,0.00012,17.966591,0.2808,3.9334,0.1302,1
22,0.11,1626.367,1388.507,3.903,0.705,0.00027,22.076281,0.2316,2.8708,0.1391,1
25,0.126,1647.568,1396.953,3.989,0.708,0.000319,25.444798,0.2549,2.6965,0.1554,1
29,0.095,1645.823,1404.117,3.904,0.75,0.00011,15.398514,0.1062,3.0978,0.1207,1
22,0.099,1600.857,1375.377,3.94,0.673,0.000076,17.741254,0.126,3.1707,0.1265,1
26,0.102,1569.653,1347.287,3.852,0.701,0.000093,17.670341,0.2511,2.9449,0.1245,1
37,0.07,1634.191,1399.012,3.696,0.75,0.000024,8.567483,-0.2276,3.1863,0.0896,1
30,0.086,1678.04,1421.776,3.826,0.8,0.000043,12.844469,-0.1303,2.7697,0.1073,1
33,0.095,1771.232,1486.103,3.799,0.714,0.000087,14.575128,-0.0172,2.4365,0.1156,1
34,0.093,1654.456,1398.681,3.845,0.746,0.000088,13.917167,0.0362,2.6937,0.1127,1
30,0.1,1736.725,1467.758,3.866,0.725,0.000103,16.98521,-0.1488,2.705,0.124,1
28,0.122,1719.654,1449.574,3.922,0.712,0.000332,25.64429,0.1617,2.5983,0.1503,1
32,0.106,1650.931,1397.486,3.931,0.77,0.00015,18.835817,0.0378,2.729,0.1303,1
25,0.097,1644.14,1395.882,3.766,0.725,0.000079,16.005955,0.0315,2.7683,0.1204,1
25,0.096,1748.755,1472.317,3.733,0.72,0.000089,16.120806,0.1061,2.5615,0.118,1
30,0.085,1733.271,1456.828,3.813,0.721,0.000045,11.698498,0.1107,2.5364,0.1031,1
25,0.112,1730.889,1452.755,3.666,0.677,0.000226,21.463458,0.1736,2.383,0.1364,1
24,0.122,1670.647,1418.507,4.008,0.66,0.000322,26.262159,0.2312,2.9685,0.1515,1
24,0.109,1646.153,1405.647,3.985,0.691,0.000142,21.831501,-0.1028,2.9891,0.1387,1
23,0.082,1780.902,1495.587,3.597,0.717,0.000026,11.451243,-0.0469,2.3497,0.1012,1
23,0.132,1659.692,1407.269,3.857,0.663,0.000273,30.660732,0.3765,2.8478,0.1634,1
21,0.136,1502.6,1314.201,3.841,0.704,0.000492,32.158422,0.4292,3.397,0.1683,1
26,0.086,1652.595,1403.926,3.781,0.698,0.000056,12.872347,-0.0904,2.8512,0.1071,1
27,0.12,1742.118,1473.341,3.857,0.649,0.00033,25.386296,0.1735,2.6841,0.1498,1
29,0.105,1743.832,1461.552,3.923,0.688,0.000085,18.307434,0.1188,2.3943,0.1267,1
25,0.096,1658.616,1412.119,3.908,0.722,0.000066,16.32757,-0.2729,2.9379,0.1204,1
23,0.108,1623.802,1389.248,4.077,0.708,0.000111,21.580688,-0.4066,3.2358,0.1364,1
27,0.126,1623.767,1381.876,3.821,0.686,0.000295,27.25316,0.3416,2.9757,0.1545,1
28,0.098,1579.275,1361.026,3.76,0.699,0.000095,17.437862,0.2412,3.2748,0.1247,1
31,0.101,1676.917,1426.055,3.747,0.734,0.000065,18.151845,0.1654,2.9015,0.1284,1
21,0.139,1571.349,1359.605,3.942,0.723,0.0001,23.58583,-0.5897,3.7475,0.1793,1
11,0.175,1581.1,1367.564,4.012,0.668,0.000215,31.80721,0.8444,4.0352,0.2262,1
31,0.098,1697.166,1435.103,3.72,0.723,0.000079,16.053557,0.1738,2.7502,0.1212,1
31,0.115,1725.2,1451.439,3.873,0.715,0.000202,22.149741,0.2028,2.5039,0.1419,1
30,0.124,1738.306,1467.955,4.033,0.688,0.000256,26.473512,0.0293,2.7585,0.1527,1
28,0.122,1744.591,1460.547,3.949,0.757,0.000241,24.389738,0.2178,2.4424,0.1472,1
26,0.121,1830.22,1526.813,3.889,0.705,0.000205,22.749876,0.0745,2.2688,0.144,1
26,0.093,1696.595,1440.395,3.765,0.72,0.000075,15.291094,-0.0759,2.8692,0.1171,1
22,0.109,1555.143,1354.305,4.07,0.766,0.000252,23.304845,0.236,4.0427,0.1435,1
28,0.114,1762.205,1483.695,3.741,0.705,0.000206,21.416646,0.2219,2.6386,0.1392,1
28,0.081,1680.644,1425.525,3.78,0.755,0.000035,11.052451,0.0757,2.8683,0.1011,1
23,0.109,1591.938,1368.085,3.717,0.65,0.00017,20.856448,-0.0112,3.1651,0.139,1
26,0.1,1738.108,1457.628,3.555,0.67,0.000097,15.624038,0.1824,2.423,0.1211,1
34,0.09,1718.796,1444.568,3.879,0.759,0.000073,13.4092,0.0365,2.5351,0.1099,1
27,0.096,1683.134,1422.635,3.664,0.705,0.00007,15.655919,0.1195,2.6161,0.1186,1
24,0.116,1754.401,1483.562,3.843,0.679,0.000183,23.12559,0.3335,2.6477,0.1447,1
27,0.117,1721.731,1449.873,3.811,0.662,0.000119,19.831769,0.0439,2.5909,0.1442,1
28,0.093,1683.543,1420.401,3.757,0.735,0.000064,13.406837,0.0649,2.6381,0.1144,1
32,0.1,1690.78,1434.524,3.835,0.734,0.000083,17.357743,-0.1496,2.947,0.125,1
30,0.124,1722.345,1449.284,4.181,0.68,0.00034,25.50781,-0.2425,2.6392,0.1508,1
24,0.118,1725.86,1458.632,3.847,0.682,0.000316,23.870524,0.2098,2.7457,0.1467,1
23,0.14,1675.596,1417.19,4.113,0.75,0.000398,30.658339,0.1632,2.6515,0.1739,1
30,0.1,1691.756,1434.983,3.755,0.71,0.000118,17.5938,0.1152,2.9073,0.1256,1
30,0.083,1666.856,1404.898,3.711,0.715,0.000032,11.075182,0.0232,2.5673,0.1004,1
25,0.095,1594.556,1367.577,3.661,0.721,0.000078,15.910116,0.0228,2.9971,0.1194,1
27,0.114,1783.857,1491.145,3.916,0.725,0.000159,21.152228,0.2086,2.4159,0.1366,1
27,0.126,1684.503,1429.874,4.155,0.71,0.000403,27.565341,0.0673,2.8452,0.1577,1
25,0.126,1603.338,1377.824,3.917,0.703,0.000256,28.378244,0.2426,3.4876,0.1604,1
26,0.112,1690.697,1433.517,3.972,0.685,0.00016,21.441228,-0.027,2.963,0.139,1
26,0.13,1763.72,1476.03,3.873,0.683,0.000287,28.132539,0.0168,2.3431,0.1571,1
20,0.108,1572.782,1369.064,4.11,0.668,0.000172,23.344871,-0.0665,4.0818,0.1452,1
21,0.12,1673.635,1412.84,3.745,0.678,0.000237,24.658447,0.2304,2.6258,0.1472,1
28,0.089,1621.914,1386.21,3.629,0.756,0.000074,13.964916,0.0948,3.0431,0.1121,1
29,0.097,1698.482,1430.849,3.751,0.727,0.000074,15.621474,0.1173,2.6433,0.1186,1
17,0.11,1514.648,1333.285,3.751,0.656,0.00011,23.513662,0.7188,4.6895,0.1481,1
24,0.11,1692.287,1429.417,3.814,0.673,0.000106,20.857269,0.3809,2.6999,0.135,1
26,0.098,1673.6,1417.971,3.82,0.703,0.000097,16.665432,0.2412,2.7079,0.1229,1
24,0.129,1781.921,1490.675,3.835,0.676,0.00034,27.684651,0.0601,2.3613,0.156,1
24,0.106,1688.085,1433.607,3.935,0.731,0.000122,19.623855,-0.1045,2.8695,0.1337,1
24,0.122,1805.004,1506.112,3.854,0.704,0.000229,22.313423,0.081,2.2508,0.1461,1
28,0.088,1678.969,1420.982,3.769,0.699,0.000035,13.168793,0.0452,2.8002,0.1085,1
22,0.151,1584.472,1364.785,4.069,0.676,0.000861,41.804649,0.2516,3.3827,0.1925,1
22,0.108,1743.914,1484.575,3.715,0.636,0.00015,21.731788,0.0981,2.8575,0.1381,1
24,0.109,1649.47,1413.118,4.013,0.668,0.000097,22.070925,0.1612,3.3653,0.1398,1
26,0.107,1653.476,1398.53,3.872,0.727,0.000132,19.029544,0.1881,2.7203,0.1308,1
24,0.1,1620.016,1389.449,3.84,0.705,0.000097,16.911003,0.0075,3.4359,0.1269,1
20,0.122,1603.031,1373.519,3.884,0.696,0.000315,25.35189,0.392,3.1263,0.1537,1
23,0.096,1664.214,1420.428,3.918,0.656,0.000107,17.275128,-0.0337,2.9797,0.1227,1
21,0.108,1558.775,1345.738,3.75,0.678,0.000195,20.778003,0.0459,3.3224,0.1354,1
22,0.102,1553.94,1342.959,3.76,0.687,0.000127,18.25377,0.3439,3.3461,0.127,1
21,0.117,1691.95,1428.914,3.91,0.717,0.000114,23.475789,0.3235,2.6416,0.1445,1
26,0.115,1677.246,1418.6,4.073,0.7,0.000094,22.239375,-0.1607,2.7385,0.142,1
22,0.144,1627.451,1393.212,3.962,0.655,0.00057,35.058407,-0.1414,3.1354,0.1838,1
26,0.118,1616.761,1385.916,3.93,0.712,0.000211,25.688007,0.2803,3.3234,0.1499,1
24,0.115,1676.987,1417.889,3.836,0.725,0.000109,22.657794,0.2406,2.7462,0.1413,1
20,0.143,1722.145,1450.892,3.908,0.684,0.000426,34.897789,0.081,2.6449,0.1754,1
21,0.132,1649.563,1408.962,4.006,0.672,0.000281,32.397848,0.1517,3.0895,0.1682,1
27,0.126,1744.174,1473.485,3.948,0.66,0.000218,27.77746,0.0647,2.6272,0.1568,1
14,0.147,1522.816,1344.7,4.215,0.688,0.000299,35.183578,0.2935,5.4207,0.2042,0
2,0.511,1528.464,1386.756,4.131,0.352,0.263181,759.865228,-0.0469,6.3875,0.8568,0
26,0.042,1640.448,1395.316,2.552,0.909,0,0.768834,0.5147,3.1407,0.0517,0
43,0.031,1739.098,1459.971,2.77,0.899,0,1.018326,-0.018,2.422,0.0382,0
22,0.12,1650.615,1405.504,4.275,0.525,0.000252,25.921423,-0.6766,2.8094,0.1511,0
12,0.128,1685.415,1424.649,4.324,0.549,0.000251,26.401219,-0.2732,2.6935,0.1585,0
4,0.074,1395.526,1287.692,3.863,0.485,0.000039,13.167564,0.2467,9.3794,0.1182,0
3,0.069,1403.355,1285.099,3.248,0.564,0.000015,8.632611,0.5782,9.927,0.099,0
8,0.078,1437.177,1298.131,3.572,0.579,0.00001,7.846883,-0.0981,6.3164,0.111,0
10,0.148,1479.257,1313.685,3.911,0.499,0.000418,38.813908,0.7229,4.9634,0.1987,0
20,0.18,1581.123,1362.896,4.737,0.537,0.001027,57.848273,-0.6279,3.7028,0.2275,0
13,0.163,1541.056,1338.457,4.149,0.515,0.00103,50.032744,0.032,3.7697,0.2066,0
16,0.148,1562.167,1348.073,4.202,0.541,0.000406,36.13113,0.0597,3.4457,0.1857,0
23,0.161,1627.578,1386.052,4.808,0.534,0.000352,39.683129,-0.6803,3.1721,0.199,0
14,0.151,1550.64,1347.54,4.19,0.557,0.000273,36.116513,0.1937,4.1798,0.1937,0
12,0.182,1680.726,1410.55,3.948,0.49,0.00082,52.50728,0.1194,2.4962,0.2166,0
15,0.171,1573.81,1352.42,4.363,0.547,0.000785,49.024568,0.1643,3.2337,0.2112,0
16,0.164,1533.845,1335.634,4.269,0.577,0.000663,44.921858,0.1913,3.654,0.2109,0
11,0.167,1505.225,1327.302,4.236,0.542,0.000656,52.981689,0.1015,4.7635,0.2236,0
15,0.171,1500.944,1321.754,4.369,0.557,0.000889,54.383027,0.3487,4.2211,0.2257,0
15,0.163,1518.575,1331.392,4.2,0.62,0.000714,52.208133,0.1609,4.094,0.215,0
15,0.204,1621.274,1379.629,4.404,0.633,0.001464,72.645327,0.1908,2.6498,0.2536,0
23,0.165,1673.241,1415.358,4.338,0.567,0.000693,45.323961,0.1615,2.7543,0.203,0
13,0.157,1460.08,1303.42,4.14,0.637,0.000437,44.358244,-0.3094,5.7803,0.208,0
19,0.178,1688.45,1415.269,4.312,0.548,0.000726,50.348902,-0.0502,2.3426,0.2131,0
16,0.168,1547.967,1345.119,4.509,0.514,0.000539,47.452898,0.3513,3.8198,0.2171,0
24,0.172,1613.21,1379.864,4.407,0.639,0.000724,51.224273,0.4686,3.0653,0.2173,0
21,0.208,1709.658,1429.487,4.395,0.568,0.001791,68.516712,-0.0117,2.3101,0.2486,0
22,0.175,1701.121,1433.703,4.217,0.583,0.00047,47.588822,0.0116,2.5542,0.2154,0
22,0.163,1626.446,1383.046,4.416,0.546,0.000516,44.33415,-0.003,2.8198,0.2011,0
23,0.18,1572.336,1353.478,4.568,0.503,0.000818,56.024834,0.1893,3.2373,0.2251,0
24,0.172,1650.037,1410.808,4.459,0.602,0.000919,52.327209,0.5653,3.198,0.2189,0
24,0.16,1632.737,1398.732,4.155,0.581,0.000608,46.620472,0.6587,3.4874,0.2035,0
18,0.154,1594.092,1373.492,4.5,0.5,0.000397,40.858199,0.3014,3.5019,0.1985,0
19,0.154,1571.608,1359.293,4.516,0.451,0.000515,40.393081,0.2483,3.5304,0.199,0
18,0.158,1539.992,1340.82,4.606,0.514,0.000538,43.11433,0.2209,3.7111,0.2042,0
20,0.141,1578.785,1365.492,4.345,0.543,0.00025,35.196515,0.2279,3.7576,0.1827,0
20,0.135,1581.496,1369.692,4.54,0.507,0.000241,33.907097,0.2463,3.8149,0.1773,0
20,0.131,1522.822,1338.36,4.475,0.515,0.00036,33.551405,0.4131,4.4183,0.1774,0
19,0.139,1588.836,1370.844,4.465,0.53,0.00025,35.642541,0.1795,3.5607,0.1802,0
7,0.479,1516.707,1375.562,4.42,0.438,0.049492,496.327431,0.7929,6.054,0.807,0
8,1.027,1813.197,1571.644,3.041,0.084,0.890248,2133.634896,0.4961,2.6268,1.3993,0
19,0.099,1554.509,1355.589,3.726,0.793,0.000046,15.217039,0.5587,4.1911,0.1319,0
13,0.102,1418.641,1286.157,3.706,0.751,0.000053,18.404523,0.1738,6.8812,0.1368,0
12,0.318,1499.647,1328.07,4.267,0.58,0.011337,212.540539,0.0248,4.3765,0.4448,0
7,0.165,1429.94,1297.191,3.647,0.66,0.000554,56.00575,1.6536,7.9411,0.239,0
16,0.153,1508.601,1337.284,3.834,0.71,0.000152,34.815166,1.1245,4.9154,0.2143,0
10,0.192,1507.347,1324.246,4.046,0.728,0.000347,40.627582,0.8406,4.1255,0.2511,0
9,0.176,1529.519,1342.716,3.837,0.635,0.000509,49.971814,1.1288,4.2592,0.2379,0
12,0.198,1502.644,1329.335,4.412,0.723,0.000553,53.363965,1.1321,5.2269,0.2724,0
7,0.476,1606.528,1440.986,4.209,0.488,0.013847,410.171783,0.2938,5.5541,0.7305,0
12,0.418,1574.176,1371.227,4.089,0.562,0.021227,338.688524,0.4926,4.5165,0.5584,0
13,0.343,1455.195,1304.422,4.462,0.695,0.012015,237.243398,0.9782,6.2204,0.4692,0
15,0.243,1532.567,1338.2,3.907,0.734,0.002328,99.98795,0.644,4.2735,0.3162,0
12,0.289,1442.036,1295.607,4.557,0.757,0.002175,130.581577,1.0579,6.0717,0.3837,0
19,0.353,1675.904,1417.239,4.159,0.633,0.008492,177.345162,0.4188,2.905,0.4323,0
16,0.35,1626.526,1395.984,4.49,0.678,0.008909,208.298614,0.7702,3.3982,0.4487,0
17,0.253,1606.502,1376.904,4.09,0.754,0.003732,111.481319,0.7066,3.3643,0.3189,0
11,0.229,1510.304,1333.001,4.011,0.652,0.002871,114.052623,0.4372,4.9589,0.3123,0
9,0.948,1758.75,1491.735,3.059,0.441,1.045654,1551.845329,0.7415,2.7761,1.1884,0
7,0.738,1732.31,1462.442,4.667,0.531,0.144847,653.891822,0.8394,2.6818,0.9081,0
10,0.587,1583.903,1382.255,3.889,0.556,0.110645,651.124191,1.2774,4.873,0.7891,0
7,0.6,1570.656,1371.987,3.716,0.554,0.080944,557.267833,1.5144,5.3798,0.8036,0
10,0.587,1676.925,1442.676,3.837,0.516,0.047852,422.422515,0.4488,3.3014,0.7732,0
7,0.526,1523.5,1350.473,3.874,0.54,0.095703,483.623487,1.8249,6.2467,0.7448,0
6,0.727,1688.226,1477.704,3.665,0.403,0.16282,738.954296,1.174,3.7793,1.007,0
11,0.414,1596.965,1374.574,4.386,0.679,0.009502,202.262996,0.648,3.8721,0.526,0
10,0.293,1433.337,1310.326,4.272,0.654,0.001744,188.973195,2.2874,10.3861,0.4599,0
24,0.159,1467.851,1303.618,4.059,0.814,0.000273,41.55028,0.2882,4.919,0.2051,0
9,0.232,1452.133,1319.373,3.899,0.669,0.005188,128.161724,1.7269,9.86,0.3572,0
20,0.187,1567.578,1352.437,4.294,0.745,0.000709,48.492924,0.2505,3.2258,0.2372,0
16,0.163,1540.899,1338.94,3.763,0.847,0.000249,29.992289,0.7111,3.9363,0.2073,0
8,0.243,1496.476,1334.588,3.898,0.63,0.004056,101.09049,0.9501,6.1462,0.3488,0
36,0.1,1576.777,1369.924,3.969,0.825,0.000045,16.378369,-0.0803,3.8474,0.1339,0
36,0.126,1597.522,1369.51,3.775,0.915,0.000055,21.035863,0.3401,3.2172,0.1578,0
10,0.194,1400.435,1279.448,4.087,0.674,0.001387,73.989984,1.1073,7.5918,0.2624,0
20,0.255,1548.537,1356.748,4.199,0.568,0.005711,127.54196,0.32,4.9679,0.3436,0
12,0.17,1469.398,1312.258,4.023,0.671,0.000861,60.642606,1.1835,6.5308,0.2331,0
13,0.13,1468.611,1305.636,3.957,0.8,0.000093,25.854314,0.6393,5.0273,0.17,0
4,0.614,1568.94,1428.561,3.567,0.272,0.356992,1077.675365,1.1482,5.8262,1.0431,0
2,0.359,1370.222,1294.474,3.725,0.193,0.047895,606.474534,3.6345,21.4725,0.7239,0
17,0.125,1525.84,1344.722,3.151,0.591,0.00016,24.964345,0.93,5.39,0.1712,0
16,0.106,1487.84,1331.446,3.292,0.571,0.000161,26.785666,1.6796,6.0694,0.1558,0
14,0.128,1497.178,1329.66,3.036,0.57,0.000279,33.764083,1.6889,6.0649,0.1789,0
16,0.125,1484.617,1329.4,3.195,0.563,0.000207,34.049183,1.725,6.5219,0.183,0
12,0.131,1481.776,1321.259,3.216,0.552,0.000207,33.388729,1.6798,6.8429,0.1816,0
13,0.126,1500.679,1341.976,3.208,0.549,0.000355,36.073274,1.7357,6.5789,0.1848,0
12,0.135,1454.008,1312.266,3.335,0.528,0.000363,39.931795,1.991,8.0579,0.1977,0
12,0.131,1470.325,1319.955,3.417,0.567,0.000335,38.831432,1.7028,6.6619,0.1914,0
12,0.149,1498.326,1331.501,3.11,0.574,0.000451,44.48236,1.6312,6.4213,0.2085,0
16,0.135,1457.726,1312.512,3.327,0.541,0.000241,38.439984,1.784,7.0651,0.1967,0
13,0.121,1459.634,1316.622,3.053,0.553,0.000301,34.555697,1.9779,7.6366,0.1797,0
14,0.134,1466.443,1316.344,3.216,0.593,0.000257,34.313464,1.4446,6.1394,0.1944,0
14,0.129,1498.459,1332.761,3.081,0.538,0.000207,32.407389,1.466,6.022,0.1826,0
13,0.11,1473.249,1327.187,3.329,0.586,0.000178,28.408736,1.7695,7.1563,0.167,0
13,0.146,1486.678,1322.083,3.133,0.573,0.000321,35.952248,1.4282,5.8126,0.203,0
13,0.127,1502.668,1339.864,3.37,0.589,0.000249,34.734147,1.5952,6.9899,0.1821,0
14,0.126,1458.689,1313.747,3.073,0.553,0.000189,33.514762,1.7624,6.7431,0.1848,0
14,0.111,1441.966,1311.686,2.968,0.513,0.000199,30.942095,2.1083,8.5012,0.1728,0
17,0.124,1486.728,1323.61,3.122,0.575,0.000204,31.886934,1.7467,6.3733,0.1731,0
17,0.124,1504.601,1342.149,3.425,0.61,0.000218,33.574223,1.6923,6.6302,0.1805,0
14,0.121,1475.016,1328.777,3.022,0.521,0.000252,34.591025,1.872,7.1296,0.1839,0
12,0.114,1453.796,1317.375,3.147,0.519,0.000321,33.590023,2.0346,8.7777,0.1746,0
14,0.124,1457.825,1320.032,3.079,0.525,0.0003,39.365329,2.1344,8.1628,0.1899,0
12,0.124,1478.496,1330.508,3.033,0.544,0.000261,37.512514,2.1198,7.7789,0.1859,0
12,0.129,1470.225,1321.503,2.801,0.562,0.000281,34.955393,1.8295,7.2666,0.19,0
12,0.136,1505.516,1339.472,3.273,0.526,0.000212,35.092507,1.5227,6.163,0.1936,0
11,0.137,1475.125,1320.343,3.002,0.52,0.000324,37.005559,1.6764,6.8939,0.1964,0
15,0.14,1485.024,1327.035,3.137,0.528,0.000435,42.30573,1.6603,6.6491,0.2016,0
11,0.129,1469.868,1319.884,2.736,0.529,0.000239,33.951389,1.8237,7.11,0.1874,0
14,0.122,1495.709,1339.279,3.011,0.547,0.00022,33.871543,1.8378,6.7048,0.1798,0
14,0.123,1474.847,1327.571,3.153,0.525,0.000252,35.906011,1.8649,7.4843,0.1847,0
12,0.133,1523.991,1351.372,3.001,0.477,0.00028,36.466077,1.6536,6.4886,0.188,0
15,0.124,1483.568,1330.993,2.823,0.547,0.000261,34.309286,1.9986,7.3377,0.183,0
14,0.115,1473.953,1321.183,2.898,0.531,0.000184,27.555809,1.8548,7.0535,0.1663,0
16,0.126,1488.848,1330.843,2.952,0.566,0.000217,31.959223,1.659,6.4944,0.1827,0
15,0.125,1494.29,1335.911,3.281,0.469,0.000275,35.064676,1.788,6.7066,0.1822,0
